,Reason 1,Reason 2,Reason 3,Reason 4,Month,Weekday,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
347,0,0,0,1,December,Friday,179,51,38,236.629,31,0,0,0,1
348,0,0,0,1,December,Tuesday,179,26,30,236.629,19,1,0,0,1
349,0,0,0,1,December,Tuesday,118,10,37,236.629,28,0,0,0,8
350,0,0,0,1,December,Thursday,235,11,37,236.629,29,1,1,1,2
351,0,0,0,1,December,Friday,179,51,38,236.629,31,0,0,0,1
352,1,0,0,0,December,Tuesday,235,20,43,236.629,38,0,1,0,8
353,1,0,0,0,December,Tuesday,235,11,37,236.629,29,1,1,1,4
354,0,0,0,1,December,Wednesday,260,50,36,236.629,23,0,4,0,8
355,0,0,0,1,December,Monday,157,27,29,236.629,22,0,0,0,2
356,0,0,0,1,December,Monday,179,51,38,236.629,31,0,0,0,3
357,0,0,1,0,December,Monday,289,36,33,236.629,30,0,2,1,8
358,0,0,0,1,January,Wednesday,225,26,28,330.061,24,0,1,2,5
359,0,0,1,0,January,Monday,118,10,37,330.061,28,0,0,0,32
360,0,0,0,1,January,Monday,155,12,34,330.061,25,0,2,0,2
361,1,0,0,0,January,Tuesday,235,11,37,330.061,29,1,1,1,1
362,0,0,0,1,January,Tuesday,155,12,34,330.061,25,0,2,0,4
363,0,0,0,1,January,Monday,289,36,33,330.061,30,0,2,1,8
364,1,0,0,0,January,Wednesday,291,31,40,330.061,25,0,1,1,8
365,0,0,0,1,January,Monday,235,20,43,330.061,38,0,1,0,8
366,0,0,0,1,January,Monday,118,13,50,330.061,31,0,1,0,4
367,0,0,0,1,January,Wednesday,179,51,38,330.061,31,0,0,0,1
368,0,0,0,1,January,Friday,179,51,38,330.061,31,0,0,0,1
369,0,0,0,1,February,Tuesday,118,10,37,251.818,28,0,0,0,2
370,0,0,0,1,February,Wednesday,179,51,38,251.818,31,0,0,0,3
371,1,0,0,0,February,Wednesday,225,26,28,251.818,24,0,1,2,1
372,0,0,0,1,February,Friday,289,36,33,251.818,30,0,2,1,3
373,0,0,0,1,February,Friday,260,50,36,251.818,23,0,4,0,3
374,0,0,0,1,February,Friday,179,51,38,251.818,31,0,0,0,3
375,0,0,0,1,February,Monday,179,51,38,251.818,31,0,0,0,2
376,0,0,0,1,February,Wednesday,179,51,38,251.818,31,0,0,0,3
377,1,0,0,0,February,Thursday,179,51,38,251.818,31,0,0,0,8
378,0,0,0,1,February,Thursday,246,25,41,251.818,23,0,0,0,8
379,0,0,0,1,February,Friday,179,51,38,251.818,31,0,0,0,3
380,0,0,0,1,February,Monday,189,29,33,251.818,25,0,2,2,8
381,0,0,0,1,February,Monday,179,51,38,251.818,31,0,0,0,3
382,0,0,0,1,February,Tuesday,246,25,41,251.818,23,0,0,0,2
383,0,0,0,1,February,Tuesday,291,31,40,251.818,25,0,1,1,2
384,1,0,0,0,February,Wednesday,157,27,29,251.818,22,0,0,0,16
385,0,0,0,1,February,Wednesday,179,51,38,251.818,31,0,0,0,3
386,0,0,0,1,February,Friday,179,51,38,251.818,31,0,0,0,3
387,1,0,0,0,February,Friday,246,25,41,251.818,23,0,0,0,24
388,0,0,0,1,February,Wednesday,179,51,38,251.818,31,0,0,0,3
389,0,0,0,1,February,Friday,179,51,38,251.818,31,0,0,0,3
390,0,0,1,0,March,Tuesday,118,10,37,244.387,28,0,0,0,8
391,0,0,1,0,March,Wednesday,246,25,41,244.387,23,0,0,0,16
392,0,0,0,1,March,Friday,246,25,41,244.387,23,0,0,0,2
393,0,0,0,1,March,Friday,260,50,36,244.387,23,0,4,0,4
394,0,0,0,1,March,Monday,179,51,38,244.387,31,0,0,0,2
395,0,0,0,1,March,Monday,235,11,37,244.387,29,1,1,1,8
396,0,0,0,1,March,Tuesday,179,22,40,244.387,22,1,2,0,8
397,0,0,0,1,March,Tuesday,378,49,36,244.387,21,0,2,4,8
398,0,0,0,1,March,Monday,179,51,38,244.387,31,0,0,0,16
399,0,0,0,1,March,Wednesday,361,52,28,244.387,27,0,1,4,8
400,0,0,0,0,March,Wednesday,369,17,31,244.387,25,0,3,0,0
401,0,0,1,0,March,Thursday,235,11,37,244.387,29,1,1,1,8
402,0,0,0,1,March,Friday,118,13,50,244.387,31,0,1,0,2
403,1,0,0,0,March,Tuesday,118,13,50,244.387,31,0,1,0,3
404,1,0,0,0,March,Wednesday,118,13,50,244.387,31,0,1,0,8
405,0,0,0,0,March,Thursday,235,11,37,244.387,29,1,1,1,0
406,0,0,0,0,March,Thursday,246,25,41,244.387,23,0,0,0,0
407,0,0,0,0,March,Thursday,118,13,50,244.387,31,0,1,0,0
408,0,0,0,1,March,Friday,179,51,38,244.387,31,0,0,0,8
409,0,0,0,1,March,Friday,289,36,33,244.387,30,0,2,1,8
410,0,0,1,0,March,Monday,260,50,36,244.387,23,0,4,0,8
411,0,0,0,1,March,Tuesday,246,25,41,244.387,23,0,0,0,2
412,0,0,0,1,April,Wednesday,179,51,38,239.409,31,0,0,0,4
413,0,0,0,1,April,Friday,260,50,36,239.409,23,0,4,0,3
414,0,0,0,1,April,Friday,330,16,28,239.409,25,1,0,0,4
415,0,0,0,1,April,Monday,369,17,31,239.409,25,0,3,0,4
416,0,0,0,1,April,Monday,248,25,47,239.409,32,0,2,1,4
417,0,0,0,1,April,Wednesday,330,16,28,239.409,25,1,0,0,8
418,0,0,0,1,April,Wednesday,179,51,38,239.409,31,0,0,0,8
419,0,0,0,1,April,Monday,118,13,50,239.409,31,0,1,0,1
420,1,0,0,0,April,Wednesday,118,13,50,239.409,31,0,1,0,120
421,0,0,0,1,April,Friday,300,26,43,239.409,25,0,2,1,8
422,0,0,0,1,April,Friday,260,50,36,239.409,23,0,4,0,4
423,0,0,0,1,April,Monday,179,51,38,239.409,31,0,0,0,4
424,1,0,0,0,April,Wednesday,118,10,37,239.409,28,0,0,0,2
425,1,0,0,0,May,Monday,235,20,43,246.074,38,0,1,0,16
426,0,0,0,1,May,Wednesday,248,25,47,246.074,32,0,2,1,2
427,1,0,0,0,May,Monday,369,17,31,246.074,25,0,3,0,8
428,0,0,0,1,May,Wednesday,179,26,30,246.074,19,1,0,0,3
429,0,0,0,1,May,Wednesday,179,51,38,246.074,31,0,0,0,4
430,0,0,0,1,May,Thursday,361,52,28,246.074,27,0,1,4,1
431,0,0,0,1,May,Friday,260,50,36,246.074,23,0,4,0,3
432,1,0,0,0,May,Monday,179,22,40,246.074,22,1,2,0,2
433,1,0,0,0,May,Monday,179,22,40,246.074,22,1,2,0,3
434,0,0,1,0,May,Wednesday,228,14,58,246.074,22,0,2,1,8
435,0,0,0,1,May,Wednesday,225,26,28,246.074,24,0,1,2,3
436,1,0,0,0,May,Friday,330,16,28,246.074,25,1,0,0,8
437,0,0,0,1,May,Monday,179,26,30,246.074,19,1,0,0,2
438,0,0,0,1,May,Monday,118,10,37,246.074,28,0,0,0,1
439,1,0,0,0,May,Monday,235,11,37,246.074,29,1,1,1,8
440,0,0,0,1,May,Wednesday,179,26,30,246.074,19,1,0,0,3
441,0,0,0,1,June,Monday,118,10,37,253.957,28,0,0,0,3
442,0,0,0,1,June,Monday,179,51,38,253.957,31,0,0,0,3
443,0,0,0,1,June,Tuesday,118,10,37,253.957,28,0,0,0,2
444,0,0,0,1,June,Thursday,225,26,28,253.957,24,0,1,2,4
445,0,0,0,1,June,Friday,260,50,36,253.957,23,0,4,0,4
446,0,0,0,0,June,Friday,179,51,38,253.957,31,0,0,0,0
447,1,0,0,0,June,Monday,291,31,40,253.957,25,0,1,1,40
448,0,0,0,1,June,Monday,179,51,38,253.957,31,0,0,0,24
449,0,0,0,1,June,Tuesday,246,25,41,253.957,23,0,0,0,3
450,0,0,0,1,June,Monday,179,51,38,253.957,31,0,0,0,4
451,0,0,0,1,June,Tuesday,235,20,43,253.957,38,0,1,0,8
452,0,0,0,1,June,Monday,179,51,38,253.957,31,0,0,0,2
453,0,0,0,1,June,Wednesday,225,26,28,253.957,24,0,1,2,2
454,0,0,0,1,June,Wednesday,118,13,50,253.957,31,0,1,0,2
455,1,0,0,0,June,Wednesday,179,51,38,253.957,31,0,0,0,8
456,0,0,1,0,June,Wednesday,179,26,30,253.957,19,1,0,0,2
457,0,0,0,1,June,Friday,246,25,41,253.957,23,0,0,0,2
458,1,0,0,0,June,Tuesday,330,16,28,253.957,25,1,0,0,1
459,1,0,0,0,June,Tuesday,235,11,37,253.957,29,1,1,1,8
460,0,0,0,1,July,Thursday,179,26,30,230.29,19,1,0,0,2
461,0,0,0,1,July,Thursday,225,26,28,230.29,24,0,1,2,4
462,1,0,0,0,July,Friday,260,50,36,230.29,23,0,4,0,8
463,1,0,0,0,July,Monday,268,11,33,230.29,25,1,0,0,8
464,0,0,0,1,July,Friday,330,16,28,230.29,25,1,0,0,8
465,0,0,0,1,July,Friday,118,10,37,230.29,28,0,0,0,8
466,0,0,0,1,July,Monday,260,50,36,230.29,23,0,4,0,4
467,0,0,0,1,July,Tuesday,118,10,37,230.29,28,0,0,0,8
468,0,1,0,0,July,Monday,300,26,43,230.29,25,0,2,1,8
469,0,0,0,1,July,Monday,235,29,48,230.29,33,0,1,5,1
470,0,0,0,1,July,Tuesday,246,25,41,230.29,23,0,0,0,2
471,1,0,0,0,July,Tuesday,225,26,28,230.29,24,0,1,2,112
472,0,0,0,1,July,Tuesday,179,51,38,230.29,31,0,0,0,1
473,0,0,0,1,July,Friday,118,13,50,230.29,31,0,1,0,1
474,0,0,0,1,July,Friday,361,52,28,230.29,27,0,1,4,8
475,0,0,0,1,July,Monday,289,36,33,230.29,30,0,2,1,8
476,0,0,0,1,July,Monday,235,20,43,230.29,38,0,1,0,8
477,0,0,0,1,July,Tuesday,246,25,41,230.29,23,0,0,0,2
478,0,0,0,1,July,Thursday,291,31,40,230.29,25,0,1,1,1
479,0,0,0,1,July,Thursday,279,5,39,230.29,24,0,2,0,2
480,0,0,0,1,August,Thursday,179,51,38,249.797,31,0,0,0,4
481,0,0,0,1,August,Monday,179,22,40,249.797,22,1,2,0,1
482,0,0,0,1,August,Tuesday,246,25,41,249.797,23,0,0,0,4
483,0,0,0,1,August,Tuesday,118,10,37,249.797,28,0,0,0,4
484,0,0,0,1,August,Tuesday,289,36,33,249.797,30,0,2,1,8
485,0,0,0,1,August,Tuesday,235,20,43,249.797,38,0,1,0,8
486,0,0,0,1,August,Thursday,291,31,40,249.797,25,0,1,1,4
487,0,0,0,1,August,Monday,179,51,38,249.797,31,0,0,0,4
488,0,0,0,1,August,Tuesday,179,22,40,249.797,22,1,2,0,8
489,0,0,0,1,August,Thursday,330,16,28,249.797,25,1,0,0,16
490,0,0,0,1,August,Tuesday,235,11,37,249.797,29,1,1,1,4
491,0,0,0,1,August,Tuesday,246,25,41,249.797,23,0,0,0,1
492,0,0,0,1,August,Tuesday,118,10,37,249.797,28,0,0,0,5
493,0,0,0,1,August,Thursday,291,31,40,249.797,25,0,1,1,2
494,0,0,0,1,August,Monday,260,50,36,249.797,23,0,4,0,3
495,0,0,0,1,September,Tuesday,246,25,41,261.756,23,0,0,0,1
496,0,0,0,1,September,Tuesday,246,25,41,261.756,23,0,0,0,1
497,0,0,0,1,September,Tuesday,118,10,37,261.756,28,0,0,0,3
498,0,0,0,1,September,Tuesday,155,12,34,261.756,25,0,2,0,2
499,0,0,0,1,September,Thursday,291,31,40,261.756,25,0,1,1,2
500,0,0,0,1,September,Friday,179,26,30,261.756,19,1,0,0,8
501,0,0,0,1,September,Friday,248,25,47,261.756,32,0,2,1,1
502,0,0,0,1,September,Monday,179,51,38,261.756,31,0,0,0,4
503,0,0,0,1,September,Wednesday,225,26,28,261.756,24,0,1,2,1
504,0,0,0,1,September,Monday,179,26,30,261.756,19,1,0,0,2
505,0,0,0,1,September,Tuesday,369,17,31,261.756,25,0,3,0,8
506,0,0,0,1,September,Tuesday,361,52,28,261.756,27,0,1,4,8
507,1,0,0,0,October,Thursday,289,48,49,284.853,36,0,0,2,1
508,1,0,0,0,October,Thursday,235,16,32,284.853,25,1,0,0,3
509,0,0,0,1,October,Friday,246,25,41,284.853,23,0,0,0,8
510,1,0,0,0,October,Wednesday,289,48,49,284.853,36,0,0,2,3
511,0,0,0,1,October,Wednesday,291,31,40,284.853,25,0,1,1,2
512,0,0,0,1,October,Tuesday,118,10,37,284.853,28,0,0,0,2
513,0,0,0,1,October,Thursday,289,48,49,284.853,36,0,0,2,2
514,0,0,0,1,October,Friday,291,31,40,284.853,25,0,1,1,1
515,0,0,0,1,October,Tuesday,225,26,28,284.853,24,0,1,2,2
516,0,0,0,1,October,Tuesday,369,17,31,284.853,25,0,3,0,8
517,0,0,0,1,October,Tuesday,369,17,31,284.853,25,0,3,0,3
518,0,0,0,1,October,Tuesday,225,26,28,284.853,24,0,1,2,4
519,0,0,0,1,October,Tuesday,369,17,31,284.853,25,0,3,0,8
520,0,0,0,1,October,Wednesday,179,51,38,284.853,31,0,0,0,3
521,1,0,0,0,October,Wednesday,228,14,58,284.853,22,0,2,1,1
522,0,0,0,1,October,Wednesday,291,31,40,284.853,25,0,1,1,1
523,1,0,0,0,October,Thursday,369,17,31,284.853,25,0,3,0,8
524,1,0,0,0,October,Thursday,225,26,28,284.853,24,0,1,2,1
525,1,0,0,0,October,Friday,369,17,31,284.853,25,0,3,0,8
526,1,0,0,0,October,Friday,225,26,28,284.853,24,0,1,2,3
527,0,0,0,1,October,Sunday,189,29,33,284.853,25,0,2,2,8
528,1,0,0,0,October,Sunday,235,16,32,284.853,25,1,0,0,8
529,1,0,0,0,October,Sunday,248,25,47,284.853,32,0,2,1,8
530,0,0,0,0,October,Sunday,225,26,28,284.853,24,0,1,2,0
531,1,0,0,0,October,Tuesday,225,26,28,284.853,24,0,1,2,3
532,0,0,1,0,November,Tuesday,179,51,38,268.519,31,0,0,0,1
533,0,0,0,1,November,Wednesday,118,10,37,268.519,28,0,0,0,3
534,1,0,0,0,November,Wednesday,330,16,28,268.519,25,1,0,0,24
535,0,0,0,1,November,Friday,179,51,38,268.519,31,0,0,0,1
536,1,0,0,0,November,Tuesday,118,10,37,268.519,28,0,0,0,8
537,0,0,0,1,November,Wednesday,289,36,33,268.519,30,0,2,1,8
538,1,0,0,0,November,Friday,235,16,32,268.519,25,1,0,0,8
539,0,0,0,1,November,Friday,225,26,28,268.519,24,0,1,2,4
540,0,0,0,1,November,Tuesday,361,52,28,268.519,27,0,1,4,8
541,0,0,0,1,November,Wednesday,291,31,40,268.519,25,0,1,1,2
542,1,0,0,0,November,Thursday,118,10,37,268.519,28,0,0,0,2
543,1,0,0,0,November,Thursday,225,26,28,268.519,24,0,1,2,3
544,0,0,0,1,November,Monday,179,51,38,268.519,31,0,0,0,1
545,0,0,0,1,November,Monday,118,10,37,268.519,28,0,0,0,8
546,1,0,0,0,November,Tuesday,118,10,37,268.519,28,0,0,0,8
547,0,0,0,1,November,Tuesday,225,26,28,268.519,24,0,1,2,2
548,0,0,0,0,November,Tuesday,291,31,40,268.519,25,0,1,1,0
549,0,0,0,0,November,Wednesday,289,36,33,268.519,30,0,2,1,0
550,1,0,0,0,November,Thursday,248,25,47,268.519,32,0,2,1,4
551,0,0,0,0,November,Thursday,235,20,43,268.519,38,0,1,0,0
552,0,0,0,1,November,Friday,225,26,28,268.519,24,0,1,2,2
553,0,0,0,1,November,Friday,369,17,31,268.519,25,0,3,0,8
554,0,0,0,1,November,Monday,361,52,28,268.519,27,0,1,4,2
555,1,0,0,0,December,Tuesday,179,51,38,280.549,31,0,0,0,32
556,0,0,0,1,December,Wednesday,291,31,40,280.549,25,0,1,1,1
557,0,0,0,1,December,Wednesday,225,26,28,280.549,24,0,1,2,3
558,1,0,0,0,December,Friday,179,26,30,280.549,19,1,0,0,1
559,0,0,0,1,December,Friday,225,26,28,280.549,24,0,1,2,3
560,0,0,0,1,December,Wednesday,225,26,28,280.549,24,0,1,2,3
561,1,0,0,0,December,Thursday,361,52,28,280.549,27,0,1,4,4
562,0,0,1,0,December,Friday,179,22,40,280.549,22,1,2,0,2
563,0,0,0,1,December,Friday,235,20,43,280.549,38,0,1,0,8
564,0,0,1,0,December,Monday,233,51,31,280.549,21,1,1,8,8
565,1,0,0,0,December,Tuesday,179,26,30,280.549,19,1,0,0,16
566,0,0,0,1,December,Tuesday,225,26,28,280.549,24,0,1,2,2
567,0,0,0,1,December,Thursday,225,26,28,280.549,24,0,1,2,3
568,0,0,0,1,December,Monday,225,26,28,280.549,24,0,1,2,2
569,0,0,1,0,December,Tuesday,155,12,34,280.549,25,0,2,0,80
570,1,0,0,0,January,Monday,179,26,30,313.532,19,1,0,0,24
571,1,0,0,0,January,Thursday,179,26,30,313.532,19,1,0,0,16
572,0,0,0,1,January,Thursday,179,22,40,313.532,22,1,2,0,2
573,0,0,0,1,January,Friday,179,22,40,313.532,22,1,2,0,2
574,1,0,0,0,January,Monday,179,26,30,313.532,19,1,0,0,3
575,0,0,0,1,January,Wednesday,179,22,40,313.532,22,1,2,0,2
576,1,0,0,0,January,Thursday,289,48,49,313.532,36,0,0,2,8
577,0,0,1,0,January,Friday,179,22,40,313.532,22,1,2,0,3
578,0,0,0,1,January,Monday,179,26,30,313.532,19,1,0,0,2
579,0,0,1,0,January,Tuesday,155,12,34,313.532,25,0,2,0,8
580,0,0,0,1,January,Wednesday,179,26,30,313.532,19,1,0,0,2
581,0,0,0,1,January,Wednesday,179,51,38,313.532,31,0,0,0,3
582,1,0,0,0,January,Wednesday,289,36,33,313.532,30,0,2,1,8
583,0,0,0,1,January,Thursday,179,51,38,313.532,31,0,0,0,3
584,0,0,0,1,January,Friday,179,51,38,313.532,31,0,0,0,2
585,1,0,0,0,February,Tuesday,179,51,38,264.249,31,0,0,0,8
586,0,0,0,1,February,Tuesday,225,26,28,264.249,24,0,1,2,3
587,1,0,0,0,February,Wednesday,248,25,47,264.249,32,0,2,1,8
588,0,0,0,1,February,Wednesday,179,51,38,264.249,31,0,0,0,2
589,0,0,0,1,February,Thursday,225,26,28,264.249,24,0,1,2,3
590,0,0,0,1,February,Thursday,179,51,38,264.249,31,0,0,0,2
591,0,0,0,1,February,Thursday,179,26,30,264.249,19,1,0,0,2
592,0,0,0,1,February,Friday,225,15,41,264.249,28,1,2,2,2
593,0,0,0,1,February,Friday,179,51,38,264.249,31,0,0,0,2
594,0,0,1,0,February,Monday,233,51,31,264.249,21,1,1,8,2
595,0,0,0,1,February,Monday,179,51,38,264.249,31,0,0,0,2
596,1,0,0,0,February,Tuesday,225,26,28,264.249,24,0,1,2,8
597,0,0,0,1,February,Wednesday,179,51,38,264.249,31,0,0,0,3
598,0,0,0,1,February,Thursday,179,51,38,264.249,31,0,0,0,3
599,0,0,0,1,February,Thursday,225,26,28,264.249,24,0,1,2,3
600,1,0,0,0,February,Thursday,179,26,30,264.249,19,1,0,0,2
601,0,0,0,1,February,Friday,179,22,40,264.249,22,1,2,0,2
602,0,0,0,1,February,Friday,179,51,38,264.249,31,0,0,0,3
603,1,0,0,0,February,Wednesday,233,51,31,264.249,21,1,1,8,3
604,0,0,0,1,February,Wednesday,179,26,30,264.249,19,1,0,0,2
605,0,0,0,1,February,Wednesday,179,51,38,264.249,31,0,0,0,2
606,1,0,0,0,February,Thursday,179,51,38,264.249,31,0,0,0,8
607,0,0,0,1,February,Friday,179,51,38,264.249,31,0,0,0,2
608,0,0,0,1,February,Monday,155,12,34,264.249,25,0,2,0,5
609,0,0,0,1,February,Monday,235,16,32,264.249,25,1,0,0,3
610,0,0,0,1,February,Monday,179,51,38,264.249,31,0,0,0,2
611,1,0,0,0,February,Monday,225,26,28,264.249,24,0,1,2,2
612,0,0,0,1,February,Tuesday,179,51,38,264.249,31,0,0,0,2
613,0,0,0,1,February,Tuesday,248,25,47,264.249,32,0,2,1,2
614,0,0,0,1,February,Tuesday,225,26,28,264.249,24,0,1,2,2
615,0,0,0,1,February,Wednesday,179,51,38,264.249,31,0,0,0,2
616,0,0,0,1,February,Thursday,179,51,38,264.249,31,0,0,0,2
617,0,0,0,1,February,Friday,235,16,32,264.249,25,1,0,0,2
618,0,0,0,1,March,Monday,179,51,38,222.196,31,0,0,0,2
619,0,0,0,1,March,Monday,248,25,47,222.196,32,0,2,1,2
620,0,0,0,1,March,Tuesday,228,14,58,222.196,22,0,2,1,3
621,0,0,0,1,March,Tuesday,248,25,47,222.196,32,0,2,1,3
622,1,0,0,0,March,Tuesday,228,14,58,222.196,22,0,2,1,112
623,0,0,0,1,March,Wednesday,179,51,38,222.196,31,0,0,0,2
624,0,0,0,1,March,Thursday,225,26,28,222.196,24,0,1,2,2
625,0,0,0,1,March,Thursday,179,51,38,222.196,31,0,0,0,3
626,0,0,0,1,March,Thursday,225,26,28,222.196,24,0,1,2,2
627,0,0,0,1,March,Friday,179,26,30,222.196,19,1,0,0,3
628,0,0,0,1,March,Monday,235,16,32,222.196,25,1,0,0,3
629,0,0,1,0,March,Monday,361,52,28,222.196,27,0,1,4,8
630,1,0,0,0,March,Tuesday,179,51,38,222.196,31,0,0,0,8
631,0,0,0,1,March,Wednesday,179,51,38,222.196,31,0,0,0,2
632,0,0,0,1,March,Thursday,179,51,38,222.196,31,0,0,0,3
633,0,0,0,1,March,Friday,179,26,30,222.196,19,1,0,0,2
634,1,0,0,0,March,Monday,179,51,38,222.196,31,0,0,0,4
635,1,0,0,0,March,Monday,248,25,47,222.196,32,0,2,1,2
636,0,0,0,1,March,Monday,179,51,38,222.196,31,0,0,0,3
637,1,0,0,0,March,Monday,225,26,28,222.196,24,0,1,2,8
638,0,0,0,1,March,Tuesday,179,51,38,222.196,31,0,0,0,2
639,0,0,0,1,March,Wednesday,289,36,33,222.196,30,0,2,1,8
640,0,0,0,1,March,Wednesday,228,14,58,222.196,22,0,2,1,2
641,0,0,0,1,March,Wednesday,179,51,38,222.196,31,0,0,0,2
642,0,0,0,1,March,Thursday,248,25,47,222.196,32,0,2,1,3
643,0,0,0,1,March,Thursday,179,51,38,222.196,31,0,0,0,3
644,0,0,0,1,March,Friday,179,26,30,222.196,19,1,0,0,2
645,0,0,0,1,March,Friday,179,51,38,222.196,31,0,0,0,3
646,0,0,0,1,March,Tuesday,179,51,38,222.196,31,0,0,0,3
647,0,0,0,1,March,Wednesday,118,15,46,222.196,25,0,2,0,8
648,1,0,0,0,March,Wednesday,155,12,34,222.196,25,0,2,0,24
649,0,0,0,1,March,Wednesday,179,51,38,222.196,31,0,0,0,3
650,0,0,0,1,March,Thursday,179,51,38,222.196,31,0,0,0,3
651,1,0,0,0,March,Monday,179,26,30,222.196,19,1,0,0,2
652,0,0,1,0,March,Monday,289,36,33,222.196,30,0,2,1,104
653,0,0,0,1,March,Wednesday,369,17,31,222.196,25,0,3,0,8
654,1,0,0,0,April,Monday,225,26,28,246.288,24,0,1,2,8
655,1,0,0,0,April,Monday,118,10,37,246.288,28,0,0,0,8
656,0,0,1,0,April,Tuesday,361,52,28,246.288,27,0,1,4,8
657,0,0,1,0,April,Wednesday,248,25,47,246.288,32,0,2,1,8
658,1,0,0,0,April,Thursday,189,29,33,246.288,25,0,2,2,8
659,0,0,0,1,April,Friday,179,26,30,246.288,19,1,0,0,2
660,1,0,0,0,April,Monday,369,17,31,246.288,25,0,3,0,24
661,0,1,0,0,April,Tuesday,179,22,40,246.288,22,1,2,0,2
662,0,0,0,1,April,Tuesday,118,13,50,246.288,31,0,1,0,3
663,0,0,0,1,April,Tuesday,361,52,28,246.288,27,0,1,4,2
664,1,0,0,0,April,Wednesday,118,10,37,246.288,28,0,0,0,2
665,0,0,0,1,April,Friday,235,11,37,246.288,29,1,1,1,8
666,0,0,0,1,April,Friday,179,26,30,246.288,19,1,0,0,2
667,0,0,1,0,April,Monday,225,26,28,246.288,24,0,1,2,8
668,0,1,0,0,April,Tuesday,235,16,32,246.288,25,1,0,0,3
669,0,0,0,1,April,Friday,179,26,30,246.288,19,1,0,0,2
670,0,0,0,1,April,Tuesday,155,12,34,246.288,25,0,2,0,4
671,0,0,1,0,April,Thursday,225,26,28,246.288,24,0,1,2,8
672,1,0,0,0,April,Thursday,118,13,50,246.288,31,0,1,0,2
673,0,0,0,1,April,Friday,179,26,30,246.288,19,1,0,0,2
674,0,0,0,1,May,Monday,235,11,37,237.656,29,1,1,1,8
675,0,0,1,0,May,Wednesday,225,15,41,237.656,28,1,2,2,3
676,0,0,0,1,May,Wednesday,235,16,32,237.656,25,1,0,0,2
677,1,0,0,0,May,Wednesday,118,10,37,237.656,28,0,0,0,3
678,0,0,0,1,May,Wednesday,235,20,43,237.656,38,0,1,0,8
679,1,0,0,0,May,Thursday,179,26,30,237.656,19,1,0,0,1
680,0,0,0,1,May,Thursday,291,31,40,237.656,25,0,1,1,2
681,1,0,0,0,May,Thursday,225,15,41,237.656,28,1,2,2,8
682,0,0,1,0,May,Friday,300,26,43,237.656,25,0,2,1,64
683,0,0,0,1,May,Friday,225,15,41,237.656,28,1,2,2,8
684,0,0,0,1,May,Friday,179,26,30,237.656,19,1,0,0,2
685,0,0,0,1,May,Monday,118,13,50,237.656,31,0,1,0,2
686,1,0,0,0,May,Tuesday,118,13,50,237.656,31,0,1,0,3
687,0,0,0,1,May,Tuesday,118,10,37,237.656,28,0,0,0,1
688,0,0,0,0,May,Tuesday,118,13,50,237.656,31,0,1,0,0
689,0,0,0,1,May,Wednesday,179,26,30,237.656,19,1,0,0,2
690,0,0,0,0,May,Wednesday,378,49,36,237.656,21,0,2,4,0
691,0,1,0,0,May,Friday,179,22,40,237.656,22,1,2,0,1
692,1,0,0,0,May,Monday,155,12,34,237.656,25,0,2,0,48
693,1,0,0,0,May,Monday,235,16,32,237.656,25,1,0,0,8
694,0,0,0,1,May,Wednesday,291,31,40,237.656,25,0,1,1,8
695,1,0,0,0,May,Wednesday,179,22,40,237.656,22,1,2,0,8
696,1,0,0,0,May,Wednesday,225,26,28,237.656,24,0,1,2,3
697,1,0,0,0,May,Thursday,330,16,28,237.656,25,1,0,0,8
698,0,0,0,1,May,Thursday,235,16,32,237.656,25,1,0,0,2
699,0,0,0,1,May,Thursday,291,31,40,237.656,25,0,1,1,2
